ticker,market_cap_mil_jpy,shares_outstanding,dividend_yield_pct,dividend_per_share_yen,per,pbr,eps_yen,bps_yen,roe_pct,equity_ratio_pct,min_lot_price_yen,trading_unit_shares,ytd_high_yen,ytd_high_date,ytd_low_yen,ytd_low_date,asof_date
6054.T,3802,28160000,0.0,0.0,,0.94,-7.27,144.36,4.82,84.8,13500,100,176,2025-06-03,113,2025-04-07,2025-10-24
6055.T,194632,105149520,1.46,27.0,21.13,3.56,87.59,519.59,15.48,82.4,185100,100,1987,2025-10-07,954,2025-04-09,2025-10-24
6058.T,56109,46914039,2.76,33.0,11.22,3.17,106.6,376.84,25.34,39.5,119600,100,1221,2025-10-16,785,2025-04-07,2025-10-24
6059.T,7740,21618800,2.79,10.0,25.52,0.48,14.03,740.81,15.42,45.8,35800,100,358,2025-10-24,270,2025-04-07,2025-10-24
6062.T,36474,32712000,3.32,37.0,11.79,1.76,94.59,631.92,14.94,39.4,111500,100,1407,2025-03-27,1029,2025-09-03,2025-10-24
6070.T,30291,12605700,4.99,120.0,15.44,2.04,155.66,1177.77,12.57,74.2,240300,100,2670,2025-09-25,1860,2025-04-07,2025-10-24
6071.T,34692,42000000,0.97,8.0,15.71,3.38,52.59,244.51,19.24,45.4,82600,100,918,2025-08-05,527,2025-04-07,2025-10-24
6073.T,20264,12348500,3.78,62.0,19.54,1.64,84.0,1001.66,6.4,67.8,164100,100,1728,2025-09-26,1463,2025-04-07,2025-10-24
6078.T,46570,27394200,1.53,26.0,50.64,6.9,33.57,246.4,12.21,37.3,170000,100,1736,2025-08-12,1311,2025-04-07,2025-10-24
6080.T,103852,31759000,1.59,51.84,18.93,2.49,172.77,1311.68,11.66,84.7,327000,100,3295,2025-10-20,2279,2025-04-07,2025-10-24
6082.T,10939,10938719,1.5,15.0,22.63,1.22,44.18,821.24,4.36,61.8,100000,100,1056,2025-03-24,931,2025-04-07,2025-10-24
6083.T,30429,7832400,1.8,70.0,17.37,4.45,223.61,872.98,21.41,47.2,388500,100,4000,2025-10-22,1600,2025-04-07,2025-10-24
6087.T,12398,3980000,3.27,102.0,28.17,1.74,110.57,1788.54,9.01,73.1,311500,100,3440,2025-08-27,2932,2025-04-07,2025-10-24
6088.T,77430,89000000,2.99,26.0,14.91,5.29,58.35,164.41,32.0,72.3,87000,100,1331,2025-06-12,810,2025-04-07,2025-10-24
6089.T,24229,23118900,4.2,44.0,13.88,1.43,75.53,734.09,6.62,34.8,104800,100,1055,2025-10-24,816,2025-04-07,2025-10-24
6093.T,6755,45950238,4.08,6.0,18.04,1.88,8.15,78.34,9.94,74.7,14700,100,166,2025-02-21,116,2025-04-07,2025-10-24
6095.T,15319,22010330,0.0,0.0,30.23,1.54,23.02,450.59,16.71,60.7,69600,100,809,2025-06-30,337,2025-04-07,2025-10-16
6096.T,3594,9845600,2.19,8.0,11.18,1.87,32.64,195.0,14.32,32.8,36500,100,440,2025-04-28,338,2025-08-15,2025-10-24
6098.T,12401823,1563912149,0.32,25.0,26.68,8.13,297.19,975.52,22.58,58.3,793000,100,11525,2025-01-09,6050,2025-04-07,2025-10-24
6099.T,48298,60600000,1.88,15.0,15.6,3.75,51.1,212.67,20.19,57.9,79700,100,876,2025-08-01,596,2025-04-07,2025-10-24
6101.T,133104,48000000,2.45,68.0,15.07,2.04,183.98,1359.3,18.24,49.4,277300,100,2794,2025-10-24,1378,2025-04-09,2025-10-24
6103.T,243375,67510308,2.77,100.0,14.54,0.97,247.93,3716.39,4.21,76.3,360500,100,4190,2025-08-01,2589,2025-04-09,2025-10-24
6104.T,108713,24820406,3.2,140.0,31.36,0.89,139.65,4901.31,11.01,58.7,438000,100,4475,2025-09-16,2944,2025-04-07,2025-10-24
6113.T,618442,328173017,3.29,62.0,19.52,1.18,96.54,1603.19,6.18,79.9,188450,100,1932,2025-08-26,1196,2025-04-07,2025-10-24
6118.T,60508,63962021,3.91,37.0,12.8,0.65,73.9,1452.83,6.15,68.0,94600,100,961,2025-08-20,730,2025-04-07,2025-10-24
6134.T,284080,97823748,2.75,80.0,18.29,1.18,158.75,2463.6,4.88,89.5,290400,100,2928,2025-08-01,1745,2025-04-07,2025-10-24
6135.T,280803,24893841,0.0,0.0,14.66,1.18,769.61,9562.99,6.44,61.7,1128000,100,12820,2025-03-10,8790,2025-05-09,2025-10-24
6136.T,217962,96145417,3.88,88.0,13.08,1.11,173.38,2050.02,7.72,64.8,226700,100,2292,2025-10-10,1454,2025-04-07,2025-10-24
6138.T,3191,2992999,3.75,40.0,9.05,0.4,117.78,2675.34,2.6,49.8,106600,100,1120,2025-09-10,620,2025-04-07,2025-10-24
6140.T,42605,49888600,3.51,30.0,19.56,0.71,43.65,1203.79,4.02,80.7,85400,100,935,2025-02-10,684,2025-04-07,2025-10-24
6141.T,451458,142325934,3.31,105.0,22.46,1.45,141.22,2186.25,2.64,39.4,317200,100,3660,2025-07-28,2030,2025-04-07,2025-10-24
6143.T,53587,54792239,2.97,29.0,17.06,0.61,57.32,1613.03,5.1,58.2,97800,100,1043,2025-07-03,664,2025-04-09,2025-10-24
6146.T,5796467,108446529,,,,11.99,,4458.82,27.64,75.1,5345000,100,57060,2025-10-07,22640,2025-04-07,2025-10-24
6151.T,34229,19154495,2.24,40.0,51.45,0.59,34.73,3052.05,2.33,87.3,178700,100,2713,2025-01-06,1493,2025-04-07,2025-10-24
6157.T,19577,25035034,3.84,30.0,16.24,1.08,48.16,725.71,7.07,91.4,78200,100,857,2025-09-16,648,2025-04-09,2025-10-24
6165.T,11519,27622400,4.38,18.26,38.26,0.55,10.9,751.56,4.26,66.7,41700,100,462,2025-09-05,331,2025-04-07,2025-10-24
6167.T,17300,20000000,4.62,40.0,37.41,0.86,23.12,1002.66,2.06,81.0,86500,100,914,2025-08-20,611,2025-04-07,2025-10-24
6171.T,6663,14237995,2.56,12.0,15.62,1.35,29.96,347.03,7.62,69.3,46800,100,573,2025-09-09,299,2025-01-20,2025-10-24
6178.T,4310756,2972934900,3.45,50.0,11.34,0.47,127.88,3095.47,3.83,3.1,145000,100,1649,2025-02-05,1191,2025-04-07,2025-10-24
6183.T,98668,74522695,4.53,60.0,12.11,1.36,109.3,973.42,11.69,40.2,132400,100,1399,2025-08-07,1077,2025-04-07,2025-10-24
6184.T,22305,39063600,3.5,20.0,27.49,6.36,20.77,89.84,20.09,68.5,57100,100,698,2025-09-12,382,2025-04-07,2025-10-24
6185.T,6842,14777555,0.0,0.0,21.11,1.69,21.93,274.28,7.61,66.7,46300,100,520,2025-09-22,312,2025-04-07,2025-10-24
6186.T,2140,5531006,3.62,14.0,9.08,0.56,42.62,686.58,-2.16,21.9,38700,100,440,2025-01-28,334,2025-04-07,2025-10-24
6189.T,7092,9519707,5.37,40.0,11.77,0.89,63.28,839.72,3.16,52.5,74500,100,814,2025-09-11,600,2025-04-07,2025-10-24
6191.T,20175,22441165,,,16.78,1.34,53.59,671.01,15.32,47.7,89900,100,1289,2025-02-13,753,2025-04-07,2025-10-24
6194.T,16276,22827141,4.35,31.0,14.43,3.58,49.4,199.43,15.03,64.5,71300,100,859,2025-09-09,525,2025-04-07,2025-10-24
6196.T,81517,19203000,4.24,180.0,14.48,4.16,293.24,1020.01,30.05,81.4,424500,100,4660,2025-09-16,2370,2025-04-07,2025-10-24
6197.T,49929,94741793,4.17,22.0,14.3,2.12,36.85,248.23,18.35,32.4,52700,100,532,2025-10-24,392,2025-04-07,2025-10-24
6199.T,20891,13680900,1.14,17.4,10.83,2.28,140.99,668.83,20.59,66.6,152700,100,1898,2025-02-12,1250,2025-01-14,2025-10-24
6200.T,77656,85243000,2.58,23.5,18.88,6.79,48.25,134.16,37.56,75.4,91100,100,1207,2025-01-28,664,2025-04-07,2025-10-24
6201.T,5444797,325840640,0.0,0.0,20.92,1.02,798.61,16370.4,4.79,52.2,1671000,100,18535,2025-06-03,10250,2025-04-07,2025-10-24
6203.T,18860,12548134,1.33,20.0,19.49,0.96,77.11,1557.63,4.15,55.0,150300,100,1537,2025-08-26,894,2025-04-07,2025-10-24
6208.T,11597,6385972,0.83,15.0,26.33,2.08,68.98,871.64,8.22,25.8,181600,100,1860,2025-10-24,1090,2025-04-07,2025-10-24
6209.T,90252,28247910,4.07,130.0,11.76,0.6,271.69,5291.87,6.13,66.3,319500,100,3235,2025-10-07,1896,2025-04-09,2025-10-24
6210.T,13685,20703000,5.3,35.0,90.18,0.82,7.33,809.37,-4.79,56.8,66100,100,696,2025-09-24,500,2025-04-07,2025-10-24
6217.T,2335,6807555,0.0,0.0,7.3,1.06,46.97,323.75,20.74,9.0,34300,100,466,2025-01-16,332,2025-04-07,2025-10-24
6218.T,3253,6353454,1.95,10.0,32.28,0.32,15.86,1618.75,-20.38,34.8,51200,100,603,2025-09-22,415,2025-04-07,2025-10-24
6222.T,38413,35800000,1.86,20.0,18.48,0.47,58.07,2287.06,-16.83,78.2,107300,100,1160,2025-08-14,714,2025-04-09,2025-10-24
6235.T,76118,44358000,3.15,54.0,21.59,1.3,79.47,1318.81,11.04,72.1,171600,100,1925,2025-02-10,1158,2025-04-09,2025-10-24
6237.T,59286,22490910,2.88,76.0,12.18,1.57,216.45,1680.64,12.56,70.0,263600,100,2827,2025-07-28,1579,2025-04-07,2025-10-24
6238.T,30928,28296000,3.57,39.0,13.46,1.33,81.2,823.32,7.35,79.8,109300,100,1164,2025-09-16,807,2025-04-07,2025-10-24
6240.T,54552,69938478,2.05,16.0,28.84,2.5,27.05,312.32,7.85,84.9,78000,100,849,2025-10-10,413,2025-04-07,2025-10-24
6247.T,40226,28732800,3.93,55.0,14.07,0.63,99.51,2224.51,6.32,72.1,140000,100,1465,2025-08-01,852,2025-04-07,2025-10-24
6250.T,118519,44108428,3.35,90.0,8.8,1.02,305.17,2641.72,16.29,68.9,268700,100,2808,2025-01-28,1785,2025-04-07,2025-10-24
6254.T,154920,40608000,1.83,70.0,37.65,4.21,101.34,906.86,31.37,31.2,381500,100,3920,2025-10-24,1720,2025-04-07,2025-10-24
6258.T,67344,32268270,3.11,65.0,11.2,0.94,186.33,2220.08,7.15,52.7,208700,100,2173,2025-07-31,1099,2025-04-07,2025-10-24
6262.T,17579,24828600,,,11.26,0.57,62.88,1249.71,3.11,70.0,70800,100,721,2025-10-24,395,2025-04-07,2025-10-24
6264.T,27085,13053000,2.7,56.0,15.46,3.22,134.26,643.76,16.62,32.1,207500,100,2137,2025-10-24,894,2025-04-07,2025-10-24
6266.T,35325,14842354,1.43,34.0,9.87,1.42,241.03,1672.6,19.33,49.1,238000,100,2650,2025-10-02,1302,2025-04-07,2025-10-24
6268.T,468760,121064099,2.07,80.0,31.87,1.72,121.51,2254.32,3.81,60.6,387200,100,3887,2025-10-24,1888,2025-04-09,2025-10-24
6269.T,630144,68345300,1.3,120.0,14.75,3.39,625.02,2716.36,21.29,26.3,922000,100,9440,2025-10-24,3100,2025-02-07,2025-10-24
6272.T,41736,28392000,3.27,48.0,12.36,1.04,118.9,1418.97,10.44,78.5,147000,100,1497,2025-01-29,1020,2025-04-07,2025-10-24
6273.T,3305878,63869359,1.93,1000.0,19.74,1.72,2621.51,30159.23,8.21,91.8,5176000,100,62370,2025-01-07,41700,2025-04-21,2025-10-24
6277.T,90451,15730538,2.09,120.0,16.69,1.28,344.47,4477.55,9.27,62.8,575000,100,5910,2025-09-29,3235,2025-04-07,2025-10-24
6278.T,154284,19780000,1.6,125.0,22.46,1.82,347.33,4289.88,7.52,92.7,780000,100,9150,2025-08-29,3120,2025-04-07,2025-10-24
6279.T,28627,28800000,1.21,12.0,32.09,0.79,30.98,1263.98,-2.29,65.3,99400,100,1414,2025-01-30,934,2025-07-17,2025-10-24
6282.T,76758,33300505,3.69,85.0,14.31,0.9,161.04,2567.28,8.39,81.6,230500,100,2500,2025-01-27,1900,2025-04-07,2025-10-24
6284.T,104188,14991108,2.88,200.0,14.18,1.83,490.29,3790.98,11.21,72.6,695000,100,7360,2025-09-26,3970,2025-04-07,2025-10-24
6287.T,75345,33635942,3.39,76.0,9.44,0.94,237.19,2378.96,9.68,54.8,224000,100,2380,2025-02-13,1776,2025-04-07,2025-10-24
6289.T,47593,28194728,3.2,54.0,20.29,1.11,83.19,1523.25,3.68,84.2,168800,100,1773,2025-01-06,1142,2025-04-07,2025-10-24
6291.T,13342,10538420,4.34,55.0,13.19,0.88,95.99,1442.21,8.01,77.3,126600,100,1292,2025-10-09,921,2025-04-07,2025-10-24
6292.T,6366,7210000,4.3,38.0,32.44,0.47,27.22,1875.53,4.49,52.2,88300,100,906,2025-09-26,690,2025-04-07,2025-10-24
6293.T,19733,22272000,4.18,37.0,30.99,0.42,28.59,2086.21,0.19,48.2,88600,100,1010,2025-01-06,704,2025-04-07,2025-10-24
6294.T,17436,8378700,3.6,75.0,9.85,1.01,211.25,2061.41,8.88,47.9,208100,100,2170,2025-02-19,1645,2025-04-07,2025-10-24
6298.T,17820,19517894,4.38,40.0,14.01,1.06,65.15,864.79,3.3,41.1,91300,100,1053,2025-01-08,615,2025-04-07,2025-10-24
6301.T,5361474,950953120,3.37,190.0,16.78,1.66,335.96,3389.77,14.17,55.0,563800,100,5662,2025-10-24,3566,2025-04-07,2025-10-24
6302.T,545086,122905481,2.82,125.0,21.32,0.85,208.01,5199.52,1.23,50.8,443500,100,4525,2025-10-24,2574,2025-04-07,2025-10-24
6305.T,1065035,215115038,3.53,175.0,14.43,1.33,343.17,3727.51,10.36,45.2,495100,100,4972,2025-09-09,3232,2025-04-07,2025-10-24
6306.T,31360,40000000,4.34,34.0,14.37,0.89,54.56,879.06,5.95,54.2,78400,100,823,2025-09-01,600,2025-04-07,2025-10-24
6309.T,52297,31599600,3.04,50.33,13.18,1.2,125.61,1382.78,9.49,74.0,165500,100,1772,2025-09-16,1182,2025-02-25,2025-10-24
6310.T,51348,22984993,1.34,30.0,28.08,0.71,79.56,3137.85,-4.42,32.8,223400,100,2488,2025-09-09,831,2025-04-07,2025-10-24
6315.T,156478,75157367,0.96,20.0,22.76,2.59,91.46,803.08,13.56,73.8,208200,100,2577,2025-09-24,960,2025-04-07,2025-10-24
6316.T,11060,5029332,3.41,75.0,12.74,0.44,172.67,4966.89,3.06,50.8,219900,100,2446,2025-09-26,1722,2025-04-07,2025-10-24
6317.T,16088,9650803,4.68,78.0,6.42,0.36,259.76,4665.0,3.05,50.9,166700,100,1737,2025-09-16,986,2025-04-07,2025-10-24
6319.T,22110,55000000,,,,0.54,,742.01,0.43,69.7,40200,100,412,2025-03-11,197,2025-01-30,2025-05-23
6323.T,381994,176400000,0.79,17.0,16.13,3.22,134.28,672.7,22.5,62.8,216550,100,2540,2025-10-07,966,2025-04-07,2025-10-24
6325.T,5684,14000000,2.46,10.0,18.05,0.58,22.49,701.27,7.16,80.7,40600,100,478,2025-09-08,348,2025-04-07,2025-10-24
6326.T,2422638,1150896846,2.38,50.0,17.01,1.0,123.76,2111.09,9.9,41.2,210500,100,2110,2025-10-22,1460,2025-04-07,2025-10-24
6328.T,57021,12930000,2.72,120.0,15.89,2.08,277.58,2115.79,14.19,54.6,441000,100,4670,2025-09-29,2965,2025-04-07,2025-10-24
6330.T,98131,38558507,0.98,25.0,19.51,1.7,130.45,1496.34,3.26,20.9,254500,100,2919,2025-10-23,530,2025-04-07,2025-10-24
6331.T,78704,23741850,2.41,80.0,14.09,1.98,235.32,1672.19,13.4,57.8,331500,100,3355,2025-10-24,1029,2025-04-07,2025-10-24
6332.T,114506,44125800,3.16,82.0,7.43,1.2,349.03,2159.32,7.39,48.4,259500,100,3545,2025-09-09,1396,2025-01-17,2025-10-24
6333.T,53088,16880038,3.5,110.0,14.12,1.65,222.77,1907.63,11.8,77.2,314500,100,3455,2025-08-04,2509,2025-04-09,2025-10-24
6335.T,4914,8728920,0.0,0.0,90.95,0.57,6.19,994.15,4.25,56.2,56300,100,889,2025-09-12,338,2025-02-03,2025-10-24
6339.T,58620,54580928,4.1,44.0,18.78,0.48,57.19,2231.96,2.3,50.5,107400,100,1097,2025-10-21,659,2025-04-07,2025-10-24
6340.T,98102,28149877,2.73,95.0,10.37,0.89,336.15,3900.84,9.62,67.7,348500,100,3890,2025-01-06,2620,2025-04-07,2025-10-24
6345.T,103205,74570000,4.34,60.0,14.81,1.29,93.44,1074.75,7.64,83.7,138400,100,1541,2025-02-17,1153,2025-04-11,2025-10-24
6349.T,81609,53478840,4.59,70.0,12.65,0.71,120.62,2136.02,6.3,66.8,152600,100,1597,2025-07-25,973,2025-04-07,2025-10-24
6351.T,102518,50826972,1.39,28.0,12.81,1.03,157.48,1963.0,9.59,71.8,201700,100,2140,2025-08-08,1306,2025-04-07,2025-10-24
6356.T,10624,14280000,1.08,8.0,7.16,0.83,103.95,897.58,13.1,82.5,74400,100,800,2025-09-16,378,2025-04-07,2025-10-24
6358.T,19034,8890434,4.9,105.0,20.29,0.63,105.5,3423.34,4.85,70.5,214100,100,2463,2025-02-13,1712,2025-04-07,2025-10-24
6361.T,1808570,462195185,1.43,56.0,24.97,3.77,156.72,1037.89,16.17,47.1,391300,100,4114,2025-10-10,1770,2025-04-07,2025-10-24
6362.T,31521,3784000,0.0,0.0,,2.33,,3578.39,9.9,60.5,833000,100,8470,2024-09-18,2632,2024-01-30,2025-12-20
6363.T,61751,29045679,2.92,62.0,13.17,1.03,161.43,2064.17,7.52,48.4,212600,100,2495,2025-02-19,1650,2025-04-07,2025-10-24
6364.T,60059,30165418,3.01,60.0,11.24,1.33,177.07,1497.68,12.29,63.7,199100,100,2164,2025-02-19,1543,2025-04-07,2025-10-24
6367.T,5372779,293113973,1.8,330.0,19.73,1.91,928.95,9618.46,9.74,54.6,1833000,100,20210,2025-08-13,14935,2025-04-07,2025-10-24
6368.T,582278,46359700,1.35,170.0,22.12,4.84,567.81,2597.16,21.67,62.2,1256000,100,12830,2025-10-23,4770,2025-04-07,2025-10-24
6369.T,37267,8023074,4.31,200.0,14.37,0.94,323.18,4943.18,9.49,57.7,464500,100,4825,2025-09-26,3050,2025-04-07,2025-10-24
6370.T,679077,116200694,1.92,112.0,17.86,1.98,327.27,2944.31,6.09,61.2,584400,100,6014,2025-08-06,3701,2025-04-07,2025-10-24
6371.T,237387,106213279,3.58,80.0,11.38,0.89,196.44,2501.45,8.54,69.9,223500,100,2310,2025-08-01,1546,2025-04-09,2025-10-24
6373.T,15512,10924201,,,,0.48,,2963.44,3.85,39.5,142000,100,1445,2025-08-01,699,2025-04-07,2025-10-24
6376.T,107776,69175664,2.31,36.0,9.14,0.73,170.55,2144.72,6.02,43.0,155800,100,1571,2025-10-24,917,2025-01-14,2025-10-24
6378.T,22990,20600000,3.67,41.0,12.14,1.19,91.89,934.9,12.62,56.4,111600,100,1220,2025-10-21,580,2025-04-07,2025-10-24
6379.T,106278,54168053,4.64,91.0,13.07,1.29,150.12,1520.88,9.62,73.8,196200,100,1962,2025-10-23,1281,2025-04-07,2025-10-24
6381.T,66041,41745505,5.25,83.0,15.0,1.35,105.48,1167.99,9.4,67.7,158200,100,1640,2025-09-26,980,2025-04-07,2025-10-24
6383.T,1871803,379830231,1.38,68.0,26.65,4.41,184.94,1117.87,,57.8,492800,100,5023,2025-10-22,3048,2025-02-05,2025-10-24
6387.T,31810,8042881,1.52,60.0,18.47,2.34,214.13,1687.99,13.13,76.3,395500,100,4435,2025-10-09,1950,2025-04-07,2025-10-24
6390.T,16617,11743587,4.95,70.0,13.65,0.37,103.69,3797.44,-12.7,43.4,141500,100,1468,2025-09-22,992,2025-04-07,2025-10-24
6393.T,13081,4510676,5.17,150.0,12.9,0.48,224.81,6013.25,5.42,51.5,290000,100,3035,2025-09-10,2025,2025-04-07,2025-10-24
6395.T,148925,129500355,3.13,36.0,9.7,0.78,118.6,1478.07,3.59,46.8,115000,100,1204,2025-03-19,845,2025-04-09,2025-10-24
6406.T,447363,78900000,0.0,0.0,26.03,2.99,217.82,1898.01,9.55,59.3,567000,100,6472,2025-03-26,5200,2025-04-07,2025-10-24
6407.T,220027,67909449,2.47,80.0,16.52,1.58,196.1,2050.51,10.18,64.7,324000,100,3355,2025-10-09,1661,2025-04-07,2025-10-24
6412.T,204808,99809060,3.9,80.0,8.76,0.81,234.22,2518.98,5.41,23.2,205200,100,2490,2025-03-19,2006,2025-10-14,2025-10-24
6413.T,86112,72000000,4.18,50.0,18.71,1.2,63.94,1000.83,6.13,74.8,119600,100,1591,2025-01-06,1007,2025-04-07,2025-10-24
6417.T,711490,260000000,3.29,90.0,13.5,2.16,202.65,1265.76,20.25,84.2,273650,100,3059,2025-08-12,1840,2025-04-07,2025-10-24
6418.T,29880,29672651,3.97,40.0,8.51,0.89,118.35,1130.12,12.56,64.9,100700,100,1228,2025-02-13,796,2025-04-07,2025-10-24
6419.T,70432,22720000,4.84,150.0,7.33,0.72,422.93,4289.01,11.66,89.9,310000,100,3495,2025-01-30,2686,2025-04-07,2025-10-24
6420.T,159538,44132320,2.24,81.0,13.4,1.43,269.8,2535.74,12.3,72.4,361500,100,3830,2025-09-30,2313,2025-04-07,2025-10-24
6428.T,7335,22500000,3.68,12.0,10.95,0.4,29.78,818.53,1.34,47.0,32600,100,350,2025-01-10,287,2025-04-07,2025-10-24
6430.T,40468,14818175,2.93,80.0,11.32,0.85,241.19,3212.15,17.97,79.1,273100,100,3065,2025-01-28,2072,2025-04-07,2025-10-24
6432.T,306734,48999000,3.35,210.0,10.96,1.71,571.37,3656.01,16.6,76.7,626000,100,6450,2025-10-24,3915,2025-04-07,2025-10-24
6436.T,292388,71106129,4.38,180.0,16.22,2.35,253.55,1752.08,13.53,69.9,411200,100,4614,2025-07-25,3419,2025-04-07,2025-10-24
6440.T,13593,29874179,2.2,10.0,13.55,0.47,33.59,977.68,-10.3,21.9,45500,100,462,2025-02-14,317,2025-04-07,2025-10-24
6444.T,16196,111693313,0.0,0.0,,0.93,-2.69,156.28,-3.63,12.9,14500,100,198,2025-08-08,106,2025-04-07,2025-10-24
6445.T,20553,18108605,4.85,55.0,13.52,0.59,83.93,1914.96,5.22,69.6,113500,100,1224,2025-09-26,914,2025-04-07,2025-10-24
6448.T,691173,257755930,3.73,100.0,12.44,0.99,215.58,2699.89,8.06,74.1,268150,100,3013,2025-03-03,2188,2025-04-07,2025-10-24
6454.T,260144,46537426,2.15,120.0,21.76,2.47,256.86,2260.1,10.92,85.0,559000,100,5800,2025-08-12,3380,2025-01-08,2025-10-24
6455.T,112464,46918542,2.42,58.0,10.78,1.07,222.33,2244.06,10.13,67.3,239700,100,2413,2025-10-23,1752,2025-04-07,2025-10-24
6457.T,219545,58938210,3.01,112.0,20.67,0.92,180.25,4068.64,6.93,53.3,372500,100,4025,2025-08-07,2136,2025-04-07,2025-10-24
6458.T,101127,77373705,3.83,50.0,12.34,1.52,105.94,858.38,12.83,71.7,130700,100,1360,2025-09-09,1011,2025-04-07,2025-10-24
6459.T,85333,51717215,3.03,50.0,14.68,1.18,112.43,1398.89,8.21,73.0,165000,100,1875,2025-03-19,1350,2025-04-07,2025-10-24
6460.T,642229,221229476,1.89,55.0,16.5,1.66,175.89,1743.96,12.21,59.1,290300,100,3683,2025-06-19,2450,2025-04-07,2025-10-24
6463.T,85682,68600198,4.0,50.0,11.36,0.52,109.96,2387.67,5.54,55.8,124900,100,1274,2025-03-21,910,2025-04-07,2025-10-24
6464.T,17014,41599600,0.0,0.0,,0.28,-20.41,1471.18,1.58,35.2,40900,100,490,2025-01-27,318,2025-06-23,2025-10-24
6465.T,816166,144890100,1.86,105.0,20.81,2.23,270.73,2522.98,10.74,66.9,563300,100,6589,2025-03-19,4834,2025-06-20,2025-10-24
6470.T,21033,29172457,2.77,20.0,18.55,0.3,38.86,2380.61,-5.96,56.1,72100,100,760,2025-10-07,469,2025-04-07,2025-10-24
6471.T,399550,500000000,4.25,34.0,55.8,0.61,14.32,1316.42,1.62,53.4,79910,100,814,2025-09-19,539,2025-04-07,2025-10-24
6472.T,188386,532463527,,,,0.81,-11.33,435.92,-9.57,27.2,35380,100,355,2025-10-24,192,2025-04-09,2025-10-24
6473.T,487948,318608107,3.92,60.0,24.38,0.67,62.83,2290.27,1.79,47.6,153150,100,1562,2025-09-24,882,2025-04-09,2025-10-24
6474.T,99428,24919343,2.51,100.0,22.52,0.55,177.2,7219.68,2.08,47.4,399000,100,4090,2025-10-21,2640,2025-04-09,2025-10-24
6479.T,1287221,427080606,,,19.06,1.63,158.12,1845.65,8.21,46.9,301400,100,3053,2025-10-22,1775,2025-04-09,2025-10-24
6480.T,50936,73501425,3.75,26.0,31.96,0.63,21.68,1101.53,1.29,62.6,69300,100,704,2025-09-25,380,2025-04-07,2025-10-24
6481.T,521181,119099803,5.62,246.0,27.7,1.52,158.0,2883.96,2.82,67.6,437600,100,4464,2025-10-21,2971,2025-04-09,2025-10-24
6482.T,22345,35638066,,,14.23,0.61,44.07,1024.08,4.89,85.5,62700,100,704,2025-01-29,550,2025-04-07,2025-10-24
6485.T,31777,21500000,4.06,60.0,15.33,0.78,96.44,1906.05,6.04,86.4,147800,100,1597,2025-09-19,1104,2025-04-07,2025-10-24
6486.T,136287,49757821,4.02,110.0,13.47,1.07,203.4,2563.97,4.23,55.9,273900,100,2739,2025-10-24,1580,2025-04-07,2025-10-24
6489.T,39522,20790248,2.52,48.0,10.46,1.13,181.81,1688.02,10.64,70.1,190100,100,2182,2025-09-04,1091,2025-01-17,2025-10-24
6490.T,124836,25042406,2.11,105.0,16.12,1.58,309.32,3164.92,11.54,75.3,498500,100,5310,2025-10-21,2810,2025-04-07,2025-10-24
6498.T,148599,87565611,2.83,48.0,13.17,1.35,128.82,1259.47,11.3,62.9,169700,100,1775,2025-10-10,938,2025-04-07,2025-10-24
6501.T,20933152,4581560985,,,29.44,3.59,155.2,1273.32,10.66,44.0,456900,100,4697,2025-07-31,2590,2025-04-07,2025-10-24
6503.T,8461259,2113201551,1.37,55.0,24.4,2.09,164.12,1913.26,8.43,61.9,400400,100,4140,2025-10-09,2267,2025-04-07,2025-10-24
6504.T,1605689,149296991,,,18.53,2.28,580.36,4716.19,14.25,52.7,1075500,100,11020,2025-10-21,4620,2025-04-07,2025-10-24
6505.T,20930,9735000,3.49,75.0,8.64,0.68,248.89,3176.09,7.96,51.5,215000,100,2150,2025-10-24,1101,2025-04-07,2025-10-24
6506.T,1212908,266690497,1.5,68.0,31.88,2.64,142.66,1723.64,13.72,58.0,454800,100,4740,2025-01-22,2582,2025-04-22,2025-10-24
6507.T,321127,29789122,1.11,120.0,26.91,3.85,400.54,2801.17,15.65,58.7,1078000,100,11230,2025-10-09,4260,2025-04-07,2025-10-24
6508.T,301392,45527540,,,21.45,2.19,308.61,3019.44,13.94,40.7,662000,100,6660,2025-10-24,3090,2025-04-07,2025-10-24
6513.T,6975,6699986,3.36,35.0,,0.24,-342.38,4386.55,-0.35,52.6,104100,100,1193,2025-01-06,1001,2025-04-07,2025-10-24
6516.T,145937,38916561,,,15.69,1.18,238.94,3174.04,5.04,77.8,375000,100,3765,2025-10-24,2453,2025-04-07,2025-10-24
6517.T,66016,21859660,2.65,80.0,12.11,0.81,249.29,3727.37,7.52,75.0,302000,100,3160,2025-08-07,1931,2025-04-07,2025-10-24
6523.T,132804,126721820,4.01,42.0,17.88,0.96,58.61,1090.03,7.46,26.6,104800,100,1128,2025-02-13,856,2025-06-23,2025-10-24
6525.T,1161290,238115614,0.74,36.0,31.56,5.72,154.52,852.47,18.77,57.4,487700,100,5094,2025-10-07,1666,2025-04-09,2025-10-24
6526.T,511891,179926505,1.76,50.0,47.83,3.9,59.48,730.42,14.62,80.5,284500,100,3228,2025-08-13,1234,2025-04-07,2025-10-24
6532.T,1169005,155411410,1.33,100.0,30.63,11.03,245.59,681.91,32.58,75.7,752200,100,9075,2025-10-06,4904,2025-01-14,2025-10-24
