ticker,market_cap_mil_jpy,shares_outstanding,dividend_yield_pct,dividend_per_share_yen,per,pbr,eps_yen,bps_yen,roe_pct,equity_ratio_pct,min_lot_price_yen,trading_unit_shares,ytd_high_yen,ytd_high_date,ytd_low_yen,ytd_low_date,asof_date
2371.T,540938,198218300,1.83,50.0,28.41,9.67,96.07,282.27,35.4,66.1,272900,100,2978,2025-08-06,2023,2025-04-09,2025-10-24
2372.T,34424,12338365,0.0,0.0,,2.58,,1080.11,11.36,34.4,279000,100,2797,2025-02-06,2780,2025-03-03,2025-05-09
2374.T,21978,25003233,3.53,31.0,16.21,1.3,54.22,676.68,9.07,55.1,87900,100,916,2025-10-22,687,2025-04-07,2025-10-24
2376.T,4801,6470660,2.02,15.0,12.61,0.52,58.84,1418.51,3.45,54.3,74200,100,895,2025-01-08,710,2025-04-07,2025-10-24
2378.T,23025,21379000,1.21,13.0,23.94,1.7,44.98,634.15,6.51,21.8,107700,100,1295,2025-09-26,946,2025-04-07,2025-10-24
2379.T,132669,60140000,4.31,95.0,14.43,3.12,152.92,707.78,23.84,71.0,220600,100,2527,2025-01-06,1943,2025-04-07,2025-10-24
2384.T,137425,39718200,2.46,85.0,12.27,1.56,281.99,2219.36,11.46,27.8,346000,100,3835,2025-09-09,2245,2025-01-14,2025-10-24
2389.T,42352,17960907,0.98,23.0,18.71,1.45,126.0,1626.7,4.47,63.6,235800,100,2379,2025-10-21,1144,2025-04-07,2025-10-24
2395.T,63489,41632400,3.28,50.0,17.88,1.79,85.27,853.03,13.28,43.3,152500,100,1897,2025-02-06,1142,2025-04-07,2025-10-24
2410.T,12172,5497921,4.52,100.0,9.84,2.67,224.93,830.12,25.0,60.5,221400,100,2390,2025-09-09,1518,2025-04-07,2025-10-24
2413.T,1493033,679114500,,,33.16,4.0,66.29,549.17,11.09,65.1,219850,100,2475,2025-09-30,1332,2025-02-03,2025-10-24
2418.T,32069,48960000,1.83,12.0,4.31,0.88,151.95,746.9,17.32,28.9,65500,100,755,2025-09-03,416,2025-01-16,2025-10-24
2424.T,3768,5709300,1.21,8.0,7.5,0.84,87.99,781.22,10.37,36.4,66000,100,723,2025-09-12,525,2025-04-07,2025-10-24
2428.T,13502,19400000,4.24,29.5,11.89,1.49,58.55,467.03,12.63,29.9,69600,100,866,2025-01-31,588,2025-04-07,2025-10-24
2429.T,46629,18010500,4.1,106.2,8.6,1.01,301.18,2558.37,11.75,25.5,258900,100,2674,2025-09-29,1730,2025-04-07,2025-10-24
2432.T,306524,122145545,,,,1.04,,2411.33,10.73,61.3,250950,100,4093,2025-02-25,2200,2025-09-01,2025-10-24
2433.T,442150,389559436,2.82,32.0,20.85,1.09,54.44,1042.16,2.78,37.2,113500,100,1246,2025-08-05,979,2025-04-09,2025-10-24
2440.T,11779,56903800,0.0,0.0,49.88,2.33,4.15,88.8,3.82,44.3,20700,100,357,2025-02-14,205,2025-10-14,2025-10-24
2445.T,16678,46585600,4.47,16.0,16.38,0.77,21.85,466.22,5.67,29.2,35800,100,422,2025-01-27,315,2025-07-02,2025-10-24
2461.T,33994,66265429,5.26,27.0,26.55,1.95,19.32,262.57,7.93,77.1,51300,100,537,2025-09-02,379,2025-04-07,2025-10-24
2462.T,31250,20464800,3.93,60.0,10.66,1.68,143.3,911.57,12.12,44.0,152700,100,1538,2025-03-28,1270,2025-04-07,2025-10-24
2464.T,4964,14264100,3.16,11.0,10.27,0.99,33.88,349.99,5.2,61.6,34800,100,363,2025-09-22,302,2025-04-07,2025-10-24
2471.T,23544,79007500,3.36,10.0,12.25,2.44,24.33,121.98,22.89,24.8,29800,100,368,2025-07-14,244,2025-04-07,2025-10-24
2475.T,33360,20060000,3.76,62.5,13.55,1.02,122.72,1628.65,9.85,76.4,166300,100,2199,2025-05-12,1550,2025-04-07,2025-10-24
2477.T,21290,6480961,1.22,40.0,18.62,3.05,176.46,1077.93,16.02,93.8,328500,100,3590,2025-04-28,2479,2025-04-07,2025-10-24
2485.T,11548,22510100,3.9,20.0,10.69,1.31,47.99,390.72,9.36,30.0,51300,100,623,2025-08-12,408,2025-04-07,2025-10-24
2487.T,8168,6240000,0.0,0.0,2.36,1.25,553.84,1048.5,6.3,77.0,130900,100,1679,2024-09-17,1111,2024-08-05,2025-12-11
2489.T,12602,42006000,2.12,6.35,588.24,0.89,0.51,338.32,-3.41,58.9,30000,100,370,2025-08-06,214,2025-04-07,2025-10-24
2491.T,24578,34471000,6.87,49.0,7.36,1.09,96.93,651.78,16.17,65.6,71300,100,1231,2025-01-29,691,2025-10-17,2025-10-24
2492.T,85612,259431200,1.35,4.46,55.09,6.46,5.99,51.12,6.1,73.5,33000,100,455,2025-08-05,275,2025-01-17,2025-10-24
2501.T,595606,78794298,0.79,60.0,53.56,3.05,141.12,2475.8,4.08,29.5,755900,100,8280,2025-04-21,6583,2025-01-16,2025-10-24
2502.T,2613856,1521010086,3.03,52.0,15.42,0.97,111.45,1777.6,7.49,49.4,171850,100,2047,2025-04-21,1562,2025-01-08,2025-10-24
2503.T,2030451,914000000,3.33,74.0,12.0,1.6,185.18,1384.58,5.03,35.2,222150,100,2296,2025-09-02,1902,2025-01-17,2025-10-24
250A.T,27309,15205697,2.9,52.0,10.63,1.49,169.02,1206.01,15.07,72.7,179600,100,1970,2025-08-12,1368,2025-01-17,2025-10-24
2531.T,336808,197252043,1.82,31.0,20.37,1.41,83.81,1212.71,6.84,51.3,170750,100,1858,2025-09-26,1098,2025-04-07,2025-10-24
2533.T,36269,65586196,1.81,10.0,10.87,1.27,50.89,435.2,12.12,42.4,55300,100,655,2025-08-07,365,2025-01-17,2025-10-24
2540.T,74415,16500000,1.0,45.0,74.37,1.37,60.64,3292.76,1.46,86.1,451000,100,4595,2025-10-24,2475,2025-01-06,2025-10-24
256A.T,41528,19225868,4.63,100.0,10.61,0.83,203.63,2608.01,7.39,32.0,216000,100,2280,2025-09-09,1453,2025-04-07,2025-10-24
2579.T,468801,183268593,2.23,57.0,,1.15,-278.24,2218.29,1.56,58.0,255800,100,2746,2025-09-05,2206,2025-04-07,2025-10-24
2585.T,110674,52303409,0.66,14.0,24.86,7.6,85.13,278.46,26.53,42.9,211600,100,3015,2025-08-20,1398,2025-03-10,2025-10-24
2587.T,1483200,309000000,2.5,120.0,16.48,1.22,291.26,3945.8,8.14,58.8,480000,100,5214,2025-05-13,4442,2025-07-16,2025-10-24
2590.T,82843,33137000,1.2,30.0,,0.88,-94.87,2831.79,4.19,49.6,250000,100,3445,2025-01-17,2460,2025-09-01,2025-10-24
2593.T,280434,85212380,1.46,48.0,17.34,1.56,189.78,2115.59,7.96,50.6,329100,100,3698,2025-09-02,2932,2025-03-05,2025-10-24
2594.T,44312,22689000,0.61,12.0,69.7,1.36,28.02,1441.04,0.7,52.6,195300,100,2159,2025-04-23,1904,2025-10-14,2025-10-24
2597.T,14022,13869200,,,22.55,2.0,44.84,505.78,7.21,46.0,101100,100,1025,2025-10-02,887,2025-01-30,2025-10-24
2602.T,175325,33716257,3.46,180.0,6.11,0.83,851.17,6234.68,6.95,48.2,520000,100,5410,2025-09-09,4305,2025-04-07,2025-10-24
2607.T,290205,87569383,1.57,52.0,17.27,1.38,191.92,2395.91,1.01,35.3,331400,100,3748,2025-08-28,2546,2025-02-20,2025-10-24
2612.T,36002,9400000,2.48,95.0,16.39,1.0,233.61,3828.97,6.77,81.0,383000,100,3950,2025-07-29,3500,2025-04-07,2025-10-24
2613.T,68692,33508446,3.41,70.0,9.69,0.64,211.61,3189.31,6.75,62.2,205000,100,2177,2025-01-06,1830,2025-04-07,2025-10-24
2659.T,172765,63963308,3.7,100.0,15.18,1.1,177.95,2449.92,7.83,78.7,270100,100,3220,2025-03-26,2612,2025-04-09,2025-10-24
2664.T,72521,24583420,2.71,80.0,13.45,0.58,219.39,5087.72,4.33,57.3,295000,100,3035,2025-04-23,2501,2025-01-10,2025-10-24
2670.T,681943,247618938,2.54,70.0,14.98,1.79,183.87,1536.31,12.84,87.7,275400,100,3310,2025-01-08,2552,2025-04-11,2025-10-24
2674.T,25633,13954000,4.25,78.0,10.42,1.45,176.31,1268.9,13.16,71.3,183700,100,1990,2025-02-06,1571,2025-04-07,2025-10-24
2676.T,40463,20343600,4.05,80.5,24.66,2.31,80.65,862.11,8.66,71.8,198900,100,2252,2025-06-20,1595,2025-04-07,2025-10-24
2678.T,137987,94771300,2.61,38.0,20.39,1.86,71.42,782.11,11.62,34.2,145600,100,1734,2025-01-29,1382,2025-04-07,2025-10-24
2681.T,65961,39783552,2.05,34.0,11.97,0.72,138.46,2313.21,5.12,35.7,165800,100,1988,2025-04-25,1522,2025-06-25,2025-10-24
2685.T,138250,48800000,3.18,90.0,10.54,1.63,268.66,1735.94,13.06,57.9,283300,100,3500,2025-01-07,2581,2025-04-09,2025-10-24
2686.T,12050,42580900,0.0,0.0,1230.43,,0.23,-270.97,,3.0,28300,100,300,2025-08-19,256,2025-04-11,2025-10-24
2687.T,2841,5064000,3.57,20.0,,0.65,-8.91,860.56,29.03,38.9,56100,100,660,2025-08-26,473,2025-04-07,2025-10-24
2689.T,13069,6250000,3.83,80.0,9.38,1.01,222.97,2068.59,12.1,26.7,209100,100,2235,2025-04-01,1800,2025-04-07,2025-10-24
2692.T,123766,12720000,1.64,160.0,14.87,1.04,654.22,9348.53,7.3,42.6,973000,100,10950,2025-08-21,6950,2025-01-17,2025-10-24
2695.T,143036,41399600,0.58,20.0,40.39,2.21,85.55,1560.61,5.83,40.5,345500,100,4195,2025-07-28,2537,2025-02-17,2025-10-24
2698.T,60457,16770200,0.47,17.0,576.8,5.29,6.25,681.99,-1.55,35.5,360500,100,3935,2025-04-22,3130,2025-04-07,2025-10-24
2715.T,101193,42304946,1.67,40.0,16.32,1.4,146.53,1704.12,8.5,59.1,239200,100,2400,2024-12-13,1521,2024-08-05,2025-01-23
2722.T,3489,8308000,2.14,9.0,9.74,1.35,43.12,311.64,14.19,39.1,42000,100,575,2025-10-03,315,2025-04-07,2025-10-24
2726.T,386649,185088000,1.44,30.0,21.53,4.85,97.04,430.94,17.64,47.9,208900,100,2948,2025-09-10,1379,2025-01-15,2025-10-24
2730.T,232636,112005636,2.26,47.0,15.08,0.98,137.77,2108.8,6.46,51.2,207700,100,2231,2025-09-26,1690,2025-04-07,2025-10-24
2733.T,111778,36057424,3.61,112.0,8.86,0.88,350.04,3524.25,9.16,37.4,310000,100,3375,2025-05-13,2692,2025-04-07,2025-10-24
2734.T,72183,66041147,2.93,32.0,13.76,0.81,79.44,1351.42,6.51,41.5,109300,100,1143,2025-09-26,737,2025-04-07,2025-10-24
2735.T,8910,13458800,3.02,20.0,9.73,0.67,68.01,983.37,6.82,47.3,66200,100,768,2025-04-22,581,2025-04-07,2025-10-24
2737.T,51423,6802000,3.44,260.0,10.71,1.07,705.79,7054.64,11.75,43.5,756000,100,7620,2025-10-24,4515,2025-04-07,2025-10-24
2742.T,99969,21475700,1.46,68.0,11.58,1.36,402.03,3433.64,13.45,62.2,465500,100,5290,2025-08-19,3690,2025-02-04,2025-10-24
2749.T,54642,87849400,1.93,12.0,14.21,2.74,43.78,227.0,22.01,51.9,62200,100,716,2025-03-17,515,2025-02-25,2025-10-24
2752.T,57163,51267537,0.27,3.0,1267.05,6.69,0.88,166.62,9.19,32.6,111500,100,1252,2025-05-15,1036,2025-01-17,2025-10-24
2753.T,27943,20546400,2.5,34.0,22.9,1.26,59.38,1077.64,8.11,78.9,136000,100,1786,2025-01-07,1281,2025-04-07,2025-10-24
2760.T,94636,31336500,3.18,96.0,12.74,1.91,237.01,1583.34,19.1,30.5,302000,100,3305,2025-02-19,2326,2025-04-07,2025-10-24
2764.T,8670,74740400,0.0,0.0,117.17,1.39,0.99,83.65,30.0,48.4,11600,100,177,2025-03-26,113,2025-10-21,2025-10-24
2767.T,145711,65429150,2.25,50.0,12.37,2.62,180.01,850.73,22.63,51.6,222700,100,2498,2025-08-06,1460,2025-04-07,2025-10-24
2768.T,884100,210000000,3.92,165.0,7.69,0.93,547.2,4507.74,11.69,31.4,421000,100,4234,2025-10-24,2689,2025-04-07,2025-10-24
2784.T,415217,191300000,3.13,68.0,15.78,0.83,137.51,2629.6,5.7,33.5,217050,100,2315,2025-09-10,1897,2025-05-22,2025-10-24
2791.T,95716,14502400,0.53,35.0,13.25,1.48,498.23,4445.99,11.65,52.4,660000,100,9660,2025-01-06,6130,2025-10-15,2025-10-24
2792.T,42687,27900000,3.59,55.0,10.66,0.94,143.5,1628.46,8.34,84.4,153000,100,1745,2025-01-09,1436,2025-07-18,2025-10-24
2796.T,6476,12060381,2.61,14.0,22.94,0.95,23.41,564.04,-5.31,20.9,53700,100,567,2025-06-26,456,2025-04-07,2025-10-24
2801.T,1225827,969416010,1.98,25.0,19.98,2.37,63.28,533.15,12.34,74.8,126450,100,1761,2025-01-06,1206,2025-10-02,2025-10-24
2802.T,4254853,1005637616,1.13,48.0,34.83,5.9,121.49,716.64,9.0,43.4,423100,100,4357,2025-09-26,2636,2025-04-07,2025-10-24
2804.T,28217,13954880,2.23,45.0,11.99,1.14,177.32,1899.71,2.9,66.0,202200,100,2230,2025-08-22,1539,2025-04-07,2025-10-24
2809.T,605620,141500000,1.5,64.0,20.32,1.89,210.58,2259.83,7.33,65.4,428000,100,4334,2025-10-15,2778,2025-02-20,2025-10-24
2810.T,286039,98498416,1.65,48.0,20.95,0.94,138.64,3102.36,4.27,67.3,290400,100,2988,2025-09-19,2602,2025-04-07,2025-10-24
2811.T,264104,93886944,1.71,48.0,18.59,1.5,151.33,1877.04,15.73,51.3,281300,100,3076,2025-03-11,2668,2025-04-07,2025-10-24
2815.T,180448,32808683,2.36,130.0,20.13,1.39,273.17,3948.9,6.66,87.2,550000,100,6890,2025-07-18,4940,2025-02-03,2025-10-24
2818.T,12288,7062230,1.38,24.0,200.23,1.92,8.69,905.18,0.89,61.9,174000,100,1800,2025-03-26,1700,2025-04-07,2025-10-24
2819.T,24889,9868626,1.78,45.0,35.21,0.72,71.63,3510.53,4.17,72.2,252200,100,2950,2025-01-06,2455,2025-04-07,2025-10-24
2820.T,28184,6967500,1.78,72.0,20.48,2.7,197.5,1497.37,15.07,65.3,404500,100,5340,2025-08-15,2845,2025-02-17,2025-10-24
2871.T,459746,256984963,2.63,47.0,15.2,1.75,117.73,1025.1,9.63,52.1,178900,100,2095,2025-01-06,1628,2025-08-06,2025-10-24
2874.T,72779,59266684,1.95,24.0,25.86,0.91,47.49,1349.68,4.79,38.5,122800,100,1310,2025-09-22,737,2025-04-07,2025-10-24
2875.T,1154272,110881044,1.92,200.0,16.73,2.16,622.32,4808.69,13.33,80.9,1041000,100,10935,2025-09-22,7748,2025-04-07,2025-10-24
2882.T,22910,11358580,0.74,15.0,43.6,2.06,46.26,978.2,8.43,37.5,201700,100,2259,2025-01-10,1892,2025-04-07,2025-10-24
2883.T,11686,6008300,3.08,60.0,17.04,1.35,114.13,1442.68,-6.2,76.4,194500,100,2079,2025-09-26,1893,2025-04-07,2025-10-24
2884.T,15847,24083371,0.0,0.0,18.46,1.36,35.64,482.44,18.85,19.7,65800,100,1369,2025-01-06,654,2025-10-21,2025-10-24
2897.T,827434,297584500,2.52,70.0,15.34,1.73,181.27,1607.95,11.36,56.0,278050,100,3839,2025-01-06,2628,2025-10-14,2025-10-24
2904.T,13943,18590000,1.87,14.0,18.31,0.93,40.97,809.92,5.09,48.8,75000,100,787,2025-06-12,705,2025-01-30,2025-10-24
2908.T,48532,30050759,2.85,46.0,34.06,0.67,47.42,2404.53,1.38,86.4,161500,100,1701,2025-01-06,1480,2025-04-07,2025-10-24
2910.T,40022,26788748,1.61,24.0,41.93,1.37,35.63,1093.61,1.13,81.9,149400,100,1652,2025-03-14,1431,2025-06-12,2025-10-24
2914.T,9942000,2000000000,4.18,208.0,17.87,2.17,278.24,2286.58,4.72,45.0,497100,100,5042,2025-10-20,3700,2025-02-20,2025-10-24
2915.T,31156,16476000,2.49,47.0,8.77,0.7,215.59,2685.95,8.87,62.4,189100,100,2058,2025-09-25,1600,2025-04-07,2025-10-24
2918.T,56666,17625660,3.73,120.0,10.28,0.96,312.68,3332.26,4.87,46.9,321500,100,3560,2025-10-09,1849,2025-04-07,2025-10-24
2922.T,30079,15032209,1.3,26.0,19.83,0.96,100.93,2080.98,5.27,63.1,200100,100,2232,2025-01-06,1857,2025-04-07,2025-10-24
2924.T,18802,8345370,2.97,67.0,10.03,1.6,224.55,1408.78,20.16,66.6,225300,100,2520,2025-08-27,1484,2025-01-16,2025-10-24
2929.T,23961,29079000,3.03,25.0,23.79,2.06,34.64,399.95,3.18,35.4,82400,100,1064,2025-09-10,722,2025-04-07,2025-10-24
2930.T,19609,141072000,2.52,3.5,31.17,2.44,4.46,56.91,16.22,85.9,13900,100,185,2025-01-16,132,2025-04-16,2025-10-24
2931.T,58874,136599260,0.0,0.0,,1.93,,223.89,-2.5,43.3,43100,100,541,2025-02-18,381,2025-01-17,2025-10-24
2933.T,25250,22829781,2.12,23.5,8.42,1.26,131.41,876.05,13.1,28.7,110600,100,1224,2025-09-09,978,2025-04-07,2025-10-24
2935.T,14877,12858430,2.51,29.0,10.03,0.74,115.35,1554.33,5.27,61.0,115700,100,1206,2025-09-22,842,2025-04-07,2025-10-24
2975.T,41707,34755900,2.75,33.0,9.68,1.41,123.99,849.43,12.78,24.8,120000,100,1311,2025-10-01,735,2025-01-14,2025-10-24
2980.T,46684,16249135,0.63,18.0,20.84,3.45,137.88,831.66,13.15,44.8,287300,100,4025,2025-02-07,2419,2025-04-07,2025-10-24
2982.T,22837,50080864,3.07,14.0,8.65,1.12,52.69,407.46,8.99,31.3,45600,100,519,2025-09-12,196,2025-01-17,2025-10-24
3001.T,95468,35215000,1.84,50.0,17.76,1.0,152.67,2718.86,4.38,61.1,271100,100,2944,2025-09-10,1851,2025-04-07,2025-10-24
3002.T,134198,34587032,5.57,216.0,45.0,1.14,86.23,3391.85,5.28,74.6,388000,100,4025,2025-08-06,2283,2025-04-07,2025-10-24
3003.T,1209455,767907735,3.62,57.0,11.08,1.41,142.1,1117.07,12.8,27.3,157500,100,1663,2025-09-19,1322,2025-04-07,2025-10-24
3004.T,9296,4168500,4.48,100.0,6.22,0.98,358.26,2272.89,16.11,31.9,223000,100,2335,2025-09-10,1402,2025-04-07,2025-10-24
3023.T,19250,11383838,4.26,72.0,9.08,0.84,186.22,2023.73,9.6,65.7,169100,100,1755,2025-09-17,1209,2025-04-07,2025-10-24
3028.T,89754,38888000,2.17,50.0,15.92,0.73,145.01,3142.59,4.68,58.8,230800,100,2507,2025-08-07,2032,2025-01-14,2025-10-24
3030.T,9956,12830200,1.29,10.0,23.24,3.2,33.39,242.81,16.51,46.7,77600,100,810,2025-02-12,689,2025-04-07,2025-10-24
3031.T,15648,22258943,3.13,22.0,15.88,3.29,44.27,213.83,18.18,27.3,70300,100,976,2025-03-06,643,2025-07-22,2025-10-24
3034.T,77844,38902785,2.3,46.0,10.74,1.42,186.35,1411.5,9.4,35.8,200100,100,2395,2025-04-23,1399,2025-01-17,2025-10-24
3036.T,67891,31099800,3.85,84.0,12.1,0.96,180.4,2272.28,7.1,35.4,218300,100,2232,2025-10-23,1339,2025-04-07,2025-10-24
3038.T,1013688,273600000,0.7,26.0,34.17,5.43,108.43,682.34,17.79,55.4,370500,100,4922,2025-05-26,3170,2025-02-20,2025-10-24
3040.T,32806,19738888,3.13,52.0,17.61,2.55,94.4,651.68,14.75,52.7,166200,100,1668,2025-10-24,1058,2025-04-07,2025-10-24
3046.T,192080,23980000,1.44,115.0,21.2,5.89,377.87,1359.91,29.06,54.9,801000,100,10330,2025-09-12,5980,2025-04-07,2025-10-24
3048.T,302163,188146304,2.55,41.0,15.71,1.63,102.21,983.01,10.9,34.2,160600,100,1760,2025-01-15,1354,2025-04-07,2025-10-24
3050.T,217553,146500000,3.1,46.0,10.15,0.7,146.28,2111.31,6.65,40.8,148500,100,1617,2025-09-30,1259,2025-04-07,2025-10-24
3053.T,11179,61424000,0.0,0.0,,3.37,-1.5,54.02,0.99,55.8,18200,100,238,2025-04-22,147,2025-01-20,2025-10-24
3054.T,3151,9878100,2.19,7.0,9.99,1.01,31.93,316.48,7.8,38.5,31900,100,356,2025-04-23,242,2025-04-07,2025-10-24
3064.T,1020500,501351000,1.52,31.0,33.4,8.9,60.95,228.62,27.71,71.5,203550,100,3128,2025-05-19,1876,2025-10-17,2025-10-24
3067.T,4082,9030100,0.0,0.0,13.76,2.35,32.85,191.94,2.55,35.7,45200,100,497,2025-01-06,400,2025-04-07,2025-10-24
3073.T,31226,18455019,0.0,0.0,12.72,3.34,133.03,506.07,27.92,25.8,169200,100,1698,2025-08-19,1103,2025-04-07,2025-10-24
3076.T,155114,56590410,4.01,110.0,14.18,1.3,193.34,2103.58,22.45,77.7,274100,100,2840,2025-09-22,1793,2025-04-07,2025-10-24
3079.T,14801,10780000,3.64,50.0,36.4,1.67,37.72,821.9,4.47,35.7,137300,100,1820,2025-08-07,835,2025-04-07,2025-10-24
3082.T,10385,11324600,0.82,7.5,29.61,5.31,30.97,172.67,16.71,27.5,91700,100,936,2025-04-16,780,2025-01-17,2025-10-24
3086.T,623925,270565764,2.34,54.0,22.36,1.42,103.13,1629.23,10.47,35.2,230600,100,2554,2025-10-06,1553,2025-04-07,2025-10-24
3087.T,112109,45609761,2.2,54.0,14.68,1.01,167.49,2427.13,6.77,77.5,245800,100,2830,2025-04-22,2163,2025-04-07,2025-10-24
3088.T,1185082,410275830,1.59,46.0,20.48,2.27,141.04,1274.9,10.56,73.1,288850,100,3393,2025-08-13,2136,2025-02-12,2025-10-24
3091.T,57225,15079000,0.69,26.0,30.2,2.68,125.65,1416.05,8.9,81.6,379500,100,4115,2025-08-01,3305,2025-04-07,2025-10-24
3092.T,1196661,892032372,2.91,39.0,24.95,13.46,53.76,99.64,49.43,52.6,134150,100,1802,2025-02-03,1284,2025-10-17,2025-10-24
3093.T,40417,24347800,2.35,39.0,12.93,3.46,128.34,479.37,28.68,50.0,166000,100,2133,2025-09-12,1344,2025-01-14,2025-10-24
3097.T,154068,39202981,1.02,40.0,20.41,3.76,192.53,1044.96,17.75,54.4,393000,100,4570,2025-08-12,2960,2025-04-07,2025-10-24
3099.T,952594,380277054,2.4,60.0,15.17,1.55,165.16,1621.06,8.84,49.9,250500,100,2998,2025-09-16,1602,2025-04-07,2025-10-24
3101.T,104098,89048792,3.42,40.0,22.9,0.53,51.04,2193.95,1.02,31.6,116900,100,1181,2025-09-09,808,2025-04-09,2025-10-24
3103.T,11666,57752343,0.0,0.0,,0.31,,647.91,-92.8,10.4,20200,100,245,2025-08-25,124,2025-04-07,2025-10-24
3104.T,77094,11354000,2.21,150.0,16.37,1.61,414.85,4224.16,9.79,71.3,679000,100,7060,2025-10-06,4005,2025-04-07,2025-10-24
3105.T,207428,169328839,2.94,36.0,17.42,0.72,70.34,1708.51,3.95,39.6,122500,100,1246,2025-10-09,732,2025-04-07,2025-10-24
3106.T,130320,18000000,3.9,282.0,12.82,1.01,564.72,7166.07,7.62,62.9,724000,100,8770,2025-08-12,4840,2025-04-07,2025-10-24
3107.T,278663,96356460,3.46,100.0,8.62,1.68,335.46,1725.08,16.84,34.6,289200,100,3327,2025-08-25,2084,2025-04-07,2025-10-24
3109.T,12824,12810829,5.0,50.0,18.13,0.36,55.22,2744.59,2.64,41.1,100100,100,1054,2025-08-22,874,2025-04-07,2025-10-24
3110.T,300275,37723012,,,22.29,2.26,357.08,3514.94,10.36,58.1,796000,100,8100,2025-10-09,3025,2025-04-07,2025-10-24
3116.T,460626,187665738,3.5,86.0,8.77,0.98,279.97,2500.65,3.73,40.9,245450,100,2558,2025-09-26,1650,2025-04-07,2025-10-24
3132.T,395570,179072146,3.17,70.0,14.6,1.57,151.33,1404.69,10.18,45.4,220900,100,2236,2025-10-24,1560,2025-04-07,2025-10-24
3134.T,22288,16328100,1.65,22.5,15.37,2.1,88.81,648.94,12.44,61.8,136500,100,1519,2025-06-12,905,2025-04-07,2025-10-24
3135.T,9649,5354700,0.0,0.0,14.84,7.09,121.46,254.29,43.18,21.8,180200,100,1952,2025-09-02,1101,2025-04-07,2025-10-24
3139.T,35276,10021600,3.75,132.0,8.06,1.16,436.54,3032.56,12.05,33.8,352000,100,4360,2025-07-10,2536,2025-01-09,2025-10-24
3141.T,638491,209822860,,,,2.42,,1259.25,6.15,42.8,304300,100,3055,2025-10-23,2016,2025-01-06,2025-10-24
3148.T,216495,66819342,2.78,90.0,12.84,1.46,252.31,2226.67,11.49,60.3,324000,100,3625,2025-07-16,2657,2025-04-07,2025-10-24
3150.T,56608,23814800,3.58,85.0,11.29,3.42,210.59,695.26,31.3,62.3,237700,100,2619,2025-08-20,1910,2025-04-07,2025-10-24
3151.T,66695,51902976,5.29,68.0,8.62,0.59,149.15,2160.26,6.94,35.4,128500,100,1396,2025-05-09,1102,2025-04-07,2025-10-24
3153.T,52213,21782500,1.67,40.0,12.74,1.67,188.09,1432.32,13.86,47.7,239700,100,2425,2025-10-23,1342,2025-04-07,2025-10-24
3154.T,18591,22238217,2.39,20.0,14.3,0.91,58.46,920.89,6.84,18.1,83600,100,1002,2025-05-30,790,2025-04-07,2025-10-24
3156.T,79121,30072643,4.75,125.0,9.86,0.88,266.73,2998.46,8.79,27.7,263100,100,2796,2025-08-07,1842,2025-04-07,2025-10-24
3157.T,18654,13767052,3.54,48.0,10.58,0.77,128.09,1769.68,7.01,26.0,135500,100,1425,2025-09-01,954,2025-04-07,2025-10-24
3159.T,31283,92554085,1.18,4.0,13.6,0.59,24.85,569.29,7.97,38.4,33800,100,363,2025-09-12,297,2025-04-07,2025-10-24
3160.T,9019,14883300,2.48,15.0,15.3,1.41,39.6,428.39,8.4,23.2,60600,100,610,2025-10-17,544,2025-06-05,2025-10-24
3166.T,19042,13610970,3.86,54.0,15.16,0.77,92.28,1809.32,4.44,33.6,139900,100,1457,2025-03-17,1215,2025-04-07,2025-10-24
3167.T,143731,139679977,3.3,34.0,13.44,1.43,76.55,719.71,10.1,44.3,102900,100,1143,2025-08-12,886,2025-04-07,2025-10-24
3168.T,7943,14337200,3.61,20.0,28.59,0.85,19.38,652.05,-2.17,35.9,55400,100,588,2025-03-27,462,2025-04-07,2025-10-24
3169.T,4936,7112400,1.15,8.0,196.05,1.6,3.54,433.56,6.02,62.4,69400,100,731,2025-01-06,568,2025-04-07,2025-10-24
3172.T,4882,4267900,2.62,30.0,13.71,0.76,83.42,1507.29,5.63,73.3,114400,100,1200,2025-05-01,1045,2025-04-07,2025-10-24
3173.T,6079,6868840,3.95,35.0,10.3,0.8,85.91,1105.21,0.46,30.3,88500,100,947,2025-01-06,782,2025-04-07,2025-10-24
3175.T,12162,12883150,,,18.46,26.43,51.15,35.72,,1.3,94400,100,1003,2025-09-26,798,2025-04-07,2025-10-24
3176.T,46470,29007708,3.56,57.0,9.42,0.92,170.12,1750.04,11.42,63.3,160200,100,1674,2025-09-09,1210,2025-04-07,2025-10-24
3178.T,22996,19340800,0.84,10.0,30.59,3.78,38.87,314.52,19.34,36.3,118900,100,1329,2025-09-02,1107,2025-04-07,2025-10-24
3179.T,29256,22196991,3.57,47.0,12.46,3.06,105.81,430.73,21.92,56.2,131800,100,1372,2025-10-23,968,2025-03-03,2025-10-24
3180.T,18452,12752000,1.11,16.0,14.05,2.36,102.99,613.45,13.98,46.9,144700,100,1794,2025-08-18,1295,2025-01-14,2025-10-24
3182.T,66050,37960000,0.92,16.0,15.11,1.95,115.16,892.21,12.24,22.6,174000,100,1997,2025-08-14,1014,2025-04-07,2025-10-24
3183.T,39776,30503310,4.06,53.0,18.01,1.65,72.39,792.56,8.51,51.6,130400,100,1595,2025-03-17,1125,2025-04-07,2025-10-24
